team1,team2,score1,score2,odds1,odds2,datetime,notes
Colorado Rockies,Boston Red Sox,3,4,+117,-141,29 Oct 2007 00:20,Play Offs
Colorado Rockies,Boston Red Sox,5,10,+114,-145,29 Oct 2007 01:00,Play Offs
Boston Red Sox,Colorado Rockies,2,1,-189,+158,26 Oct 2007 00:15,Play Offs
Boston Red Sox,Colorado Rockies,13,1,-208,+163,25 Oct 2007 00:20,Play Offs
Boston Red Sox,Cleveland Indians,11,2,-172,+135,22 Oct 2007 00:00,Play Offs
Boston Red Sox,Cleveland Indians,12,2,-130,+104,21 Oct 2007 00:07,Play Offs
Cleveland Indians,Boston Red Sox,1,7,-102,-125,19 Oct 2007 00:00,Play Offs
Cleveland Indians,Boston Red Sox,7,3,-105,-120,16 Oct 2007 21:55,Play Offs
Cleveland Indians,Boston Red Sox,4,2,-102,-123,15 Oct 2007 21:55,Play Offs
Colorado Rockies,Arizona Diamondbacks,6,4,-169,+144,15 Oct 2007 21:55,Play Offs
Colorado Rockies,Arizona Diamondbacks,4,1,-161,+135,14 Oct 2007 21:55,Play Offs
Boston Red Sox,Cleveland Indians,6,13,-152,+114,13 Oct 2007 21:55,Play Offs
Arizona Diamondbacks,Colorado Rockies,2,3,-133,+100,12 Oct 2007 21:55,Play Offs
Boston Red Sox,Cleveland Indians,10,3,-159,+131,12 Oct 2007 21:55,Play Offs
Arizona Diamondbacks,Colorado Rockies,1,5,-135,+100,11 Oct 2007 21:55,Play Offs
New York Yankees,Cleveland Indians,4,6,-222,+167,08 Oct 2007 21:55,Play Offs
New York Yankees,Cleveland Indians,8,4,-196,+152,07 Oct 2007 21:55,Play Offs
Los Angeles Angels,Boston Red Sox,1,9,-115,-122,07 Oct 2007 19:00,Play Offs
Chicago Cubs,Arizona Diamondbacks,1,5,-189,+152,06 Oct 2007 21:55,Play Offs
Colorado Rockies,Philadelphia Phillies,2,1,-156,+129,06 Oct 2007 21:55,Play Offs
Boston Red Sox,Los Angeles Angels,6,3,-156,+120,05 Oct 2007 21:55,Play Offs
Cleveland Indians,New York Yankees,2,1,+100,-135,05 Oct 2007 21:00,Play Offs
Cleveland Indians,New York Yankees,12,3,-108,-119,04 Oct 2007 21:55,Play Offs
Philadelphia Phillies,Colorado Rockies,5,10,-164,+125,04 Oct 2007 19:00,Play Offs
Arizona Diamondbacks,Chicago Cubs,3,1,-135,+110,03 Oct 2007 21:55,Play Offs
Boston Red Sox,Los Angeles Angels,4,0,-161,+135,03 Oct 2007 21:55,Play Offs
Philadelphia Phillies,Colorado Rockies,2,4,-152,+125,03 Oct 2007 19:00,Play Offs
Colorado Rockies,San Diego Padres,9,8,+125,-154,01 Oct 2007 21:55,Play Offs
Chicago White Sox,Detroit Tigers,3,2,+135,-167,29 Sep 2007 21:55,Play Offs
Colorado Rockies,Arizona Diamondbacks,11,1,-167,+135,29 Sep 2007 21:55,Play Offs
Houston Astros,Atlanta Braves,3,2,-111,-111,29 Sep 2007 21:55,Play Offs
Kansas City Royals,Cleveland Indians,4,3,+102,-125,29 Sep 2007 21:55,Play Offs
Los Angeles Dodgers,San Francisco Giants,6,5,-200,+160,29 Sep 2007 21:55,Play Offs
Pittsburgh Pirates,St.Louis Cardinals,3,7,-125,+102,29 Sep 2007 21:55,Play Offs
Seattle Mariners,Texas Rangers,5,1,-125,+102,29 Sep 2007 21:55,Play Offs
Oakland Athletics,Los Angeles Angels,2,3,+114,-143,29 Sep 2007 20:05,Play Offs
Philadelphia Phillies,Washington Nationals,2,4,-222,+175,29 Sep 2007 20:00,Play Offs
New York Mets,Miami Marlins,13,0,-250,+195,29 Sep 2007 17:10,Play Offs
Toronto Blue Jays,Tampa Bay Rays,5,3,-167,+135,29 Sep 2007 17:05,Play Offs
St.Louis Cardinals,Chicago Cubs,2,3,-105,-125,15 Sep 2007 21:55,Play Offs
Detroit Tigers,Texas Rangers,4,1,-213,+170,11 Sep 2007 21:55,Play Offs
Detroit Tigers,Toronto Blue Jays,5,4,-135,+104,10 Sep 2007 21:55,Play Offs
New York Mets,Washington Nationals,3,1,-244,+190,28 Jul 2007 20:00,Play Offs
St.Louis Cardinals,Milwaukee Brewers,7,6,-111,-120,28 Jul 2007 20:00,Play Offs
Chicago White Sox,Detroit Tigers,5,3,-116,-116,24 Jul 2007 21:55,Play Offs
Texas Rangers,Seattle Mariners,2,1,-116,-116,24 Jul 2007 21:55,Play Offs
San Diego Padres,Atlanta Braves,4,5,-152,+120,08 Jul 2007 21:55,Play Offs
Oakland Athletics,Seattle Mariners,3,7,-192,+154,08 Jul 2007 20:05,Play Offs
Colorado Rockies,Philadelphia Phillies,4,8,-147,+114,08 Jul 2007 19:05,Play Offs
Texas Rangers,Baltimore Orioles,2,1,-125,-105,08 Jul 2007 19:05,Play Offs
St.Louis Cardinals,San Francisco Giants,7,0,-111,-120,08 Jul 2007 18:15,
Kansas City Royals,Tampa Bay Rays,12,4,+104,-135,08 Jul 2007 18:10,
Chicago White Sox,Minnesota Twins,6,3,-132,+100,08 Jul 2007 18:05,
Houston Astros,New York Mets,8,3,-175,+145,08 Jul 2007 18:05,
Pittsburgh Pirates,Chicago Cubs,6,2,+145,-175,08 Jul 2007 17:35,
Washington Nationals,Milwaukee Brewers,7,2,+135,-167,08 Jul 2007 17:35,
Cincinnati Reds,Arizona Diamondbacks,4,3,-161,+129,08 Jul 2007 17:15,
Detroit Tigers,Boston Red Sox,6,5,+114,-147,08 Jul 2007 17:05,
New York Yankees,Los Angeles Angels,12,0,-200,+165,08 Jul 2007 17:05,
Toronto Blue Jays,Cleveland Indians,1,0,+100,-132,08 Jul 2007 17:05,
Cincinnati Reds,Arizona Diamondbacks,5,4,+125,-156,07 Jul 2007 21:55,
Colorado Rockies,Philadelphia Phillies,6,3,-120,-111,07 Jul 2007 21:55,
Los Angeles Dodgers,Miami Marlins,2,7,-167,+135,07 Jul 2007 21:55,
Pittsburgh Pirates,Chicago Cubs,1,7,+120,-152,07 Jul 2007 21:55,
St.Louis Cardinals,San Francisco Giants,6,7,-120,-111,07 Jul 2007 21:55,
Texas Rangers,Baltimore Orioles,0,3,+104,-135,07 Jul 2007 21:55,
Oakland Athletics,Seattle Mariners,0,4,-135,+104,07 Jul 2007 20:05,
San Diego Padres,Atlanta Braves,8,5,-147,+114,07 Jul 2007 19:55,
Toronto Blue Jays,Cleveland Indians,4,9,-116,-116,07 Jul 2007 17:05,
Chicago White Sox,Minnesota Twins,0,12,-120,-111,06 Jul 2007 21:55,
Cincinnati Reds,Arizona Diamondbacks,8,1,-120,-111,06 Jul 2007 21:55,
Colorado Rockies,Philadelphia Phillies,7,6,-161,+129,06 Jul 2007 21:55,
Detroit Tigers,Boston Red Sox,9,2,-125,-105,06 Jul 2007 21:55,
Houston Astros,New York Mets,4,0,-125,-105,06 Jul 2007 21:55,
Los Angeles Dodgers,Miami Marlins,5,6,-147,+114,06 Jul 2007 21:55,
San Diego Padres,Atlanta Braves,4,7,-147,+114,06 Jul 2007 21:55,
St.Louis Cardinals,San Francisco Giants,3,4,-125,-105,06 Jul 2007 21:55,
Texas Rangers,Baltimore Orioles,4,3,-116,-116,06 Jul 2007 21:55,
Chicago White Sox,Baltimore Orioles,11,6,-120,-111,05 Jul 2007 21:55,
Cincinnati Reds,San Francisco Giants,6,3,-132,+100,05 Jul 2007 21:55,
Houston Astros,New York Mets,2,6,-105,-125,05 Jul 2007 21:55,
Los Angeles Dodgers,Atlanta Braves,6,8,-141,+110,05 Jul 2007 21:55,
Oakland Athletics,Seattle Mariners,3,2,-152,+120,05 Jul 2007 21:55,
St.Louis Cardinals,Arizona Diamondbacks,3,2,-135,+104,05 Jul 2007 21:55,
Texas Rangers,Los Angeles Angels,2,5,+145,-175,05 Jul 2007 21:55,
Washington Nationals,Chicago Cubs,2,4,+110,-141,05 Jul 2007 21:55,
San Diego Padres,Miami Marlins,2,3,-263,+210,05 Jul 2007 19:35,
Detroit Tigers,Cleveland Indians,12,3,-120,-111,05 Jul 2007 17:05,
Pittsburgh Pirates,Milwaukee Brewers,6,3,+110,-141,05 Jul 2007 16:35,
Colorado Rockies,New York Mets,17,7,+114,-147,04 Jul 2007 21:55,
Detroit Tigers,Cleveland Indians,6,4,-141,+110,04 Jul 2007 21:55,
Kansas City Royals,Seattle Mariners,0,4,-111,-120,04 Jul 2007 21:55,
San Diego Padres,Miami Marlins,1,0,-233,+179,04 Jul 2007 21:55,
St.Louis Cardinals,Arizona Diamondbacks,5,4,-141,+110,04 Jul 2007 21:55,
Texas Rangers,Los Angeles Angels,4,2,+154,-192,04 Jul 2007 21:55,
Oakland Athletics,Toronto Blue Jays,3,10,-135,+104,04 Jul 2007 20:05,
Houston Astros,Philadelphia Phillies,3,8,+100,-132,04 Jul 2007 18:05,
Cincinnati Reds,San Francisco Giants,5,9,-111,-120,04 Jul 2007 17:15,
Boston Red Sox,Tampa Bay Rays,7,5,-233,+179,04 Jul 2007 17:05,
Washington Nationals,Chicago Cubs,6,0,+135,-167,04 Jul 2007 16:05,
Cincinnati Reds,San Francisco Giants,7,3,-132,+100,03 Jul 2007 21:55,
Detroit Tigers,Cleveland Indians,4,5,-141,+110,03 Jul 2007 21:55,
Houston Astros,Philadelphia Phillies,5,4,-175,+145,03 Jul 2007 21:55,
Los Angeles Dodgers,Atlanta Braves,7,6,-156,+125,03 Jul 2007 21:55,
San Diego Padres,Miami Marlins,4,6,-156,+125,03 Jul 2007 21:55,
St.Louis Cardinals,Arizona Diamondbacks,1,7,+114,-147,03 Jul 2007 21:55,
Texas Rangers,Los Angeles Angels,8,3,+100,-132,03 Jul 2007 21:55,
Pittsburgh Pirates,Milwaukee Brewers,6,2,+129,-161,03 Jul 2007 20:05,
Colorado Rockies,New York Mets,6,2,+100,-132,02 Jul 2007 21:55,
Houston Astros,Philadelphia Phillies,7,5,-111,-120,02 Jul 2007 21:55,
Los Angeles Dodgers,Atlanta Braves,8,2,-125,-105,02 Jul 2007 21:55,
San Diego Padres,Miami Marlins,3,1,-135,+104,02 Jul 2007 21:55,
St.Louis Cardinals,Arizona Diamondbacks,11,3,+110,-141,02 Jul 2007 21:55,
Washington Nationals,Chicago Cubs,2,7,+129,-161,02 Jul 2007 21:55,
Detroit Tigers,Minnesota Twins,1,0,-175,+145,01 Jul 2007 21:55,
Los Angeles Dodgers,San Diego Padres,5,0,-125,-105,01 Jul 2007 20:10,
Seattle Mariners,Toronto Blue Jays,2,1,-111,-120,01 Jul 2007 20:05,
Chicago Cubs,Milwaukee Brewers,5,1,-120,-111,01 Jul 2007 18:20,
Kansas City Royals,Chicago White Sox,1,3,-105,-125,01 Jul 2007 18:10,
Boston Red Sox,Texas Rangers,1,2,-182,+150,01 Jul 2007 18:05,
Pittsburgh Pirates,Washington Nationals,2,3,-156,+125,01 Jul 2007 17:35,
Cincinnati Reds,St.Louis Cardinals,7,11,-116,-116,01 Jul 2007 17:15,
Cleveland Indians,Tampa Bay Rays,3,2,-152,+120,01 Jul 2007 17:05,
Houston Astros,Colorado Rockies,0,5,-116,-116,30 Jun 2007 21:55,
Kansas City Royals,Chicago White Sox,1,3,-116,-116,30 Jun 2007 21:55,
Los Angeles Dodgers,San Diego Padres,1,3,-116,-116,30 Jun 2007 21:55,
San Francisco Giants,Arizona Diamondbacks,4,1,-135,+104,30 Jun 2007 21:55,
Seattle Mariners,Toronto Blue Jays,8,3,+120,-152,30 Jun 2007 21:55,
Chicago Cubs,Milwaukee Brewers,4,13,-111,-120,30 Jun 2007 19:55,
New York Yankees,Oakland Athletics,0,7,-156,+125,30 Jun 2007 17:05,
Houston Astros,Colorado Rockies,9,8,-152,+120,29 Jun 2007 21:55,
Kansas City Royals,Chicago White Sox,8,1,-116,-116,29 Jun 2007 21:55,
Los Angeles Dodgers,San Diego Padres,6,7,-105,-125,29 Jun 2007 21:55,
Miami Marlins,Atlanta Braves,3,12,-105,-125,29 Jun 2007 21:55,
Pittsburgh Pirates,Washington Nationals,3,2,-182,+150,29 Jun 2007 21:55,
San Francisco Giants,Arizona Diamondbacks,3,4,-135,+104,29 Jun 2007 21:55,
Seattle Mariners,Toronto Blue Jays,5,3,-152,+120,29 Jun 2007 21:55,
Chicago Cubs,Milwaukee Brewers,6,5,-135,+104,29 Jun 2007 18:20,
Arizona Diamondbacks,Los Angeles Dodgers,5,9,-147,+114,28 Jun 2007 21:55,
Houston Astros,Colorado Rockies,8,5,-175,+145,28 Jun 2007 21:55,
Philadelphia Phillies,Cincinnati Reds,8,7,-161,+129,28 Jun 2007 21:55,
Tampa Bay Rays,Chicago White Sox,1,5,-135,+104,28 Jun 2007 21:55,
Minnesota Twins,Toronto Blue Jays,8,5,-111,-120,28 Jun 2007 17:10,
Detroit Tigers,Texas Rangers,5,2,-213,+170,28 Jun 2007 17:05,
Cleveland Indians,Oakland Athletics,4,3,-132,+100,28 Jun 2007 16:05,
Arizona Diamondbacks,Los Angeles Dodgers,2,0,-135,+104,27 Jun 2007 21:55,
Atlanta Braves,Washington Nationals,13,0,-244,+190,27 Jun 2007 21:55,
Minnesota Twins,Toronto Blue Jays,4,5,-147,+114,27 Jun 2007 21:55,
Philadelphia Phillies,Cincinnati Reds,6,9,-147,+114,27 Jun 2007 21:55,
Tampa Bay Rays,Chicago White Sox,3,5,-105,-125,27 Jun 2007 21:55,
Seattle Mariners,Boston Red Sox,2,1,+154,-192,27 Jun 2007 20:35,
Los Angeles Angels,Kansas City Royals,0,1,-263,+210,27 Jun 2007 19:35,
Chicago Cubs,Colorado Rockies,6,4,-192,+154,27 Jun 2007 18:20,
Milwaukee Brewers,Houston Astros,6,3,-167,+135,27 Jun 2007 18:05,
Arizona Diamondbacks,Los Angeles Dodgers,5,6,-116,-116,26 Jun 2007 21:55,
Atlanta Braves,Washington Nationals,6,2,-161,+129,26 Jun 2007 21:55,
Chicago Cubs,Colorado Rockies,8,5,-147,+114,26 Jun 2007 21:55,
Minnesota Twins,Toronto Blue Jays,2,1,-116,-116,26 Jun 2007 21:55,
Philadelphia Phillies,Cincinnati Reds,11,4,-152,+120,26 Jun 2007 21:55,
San Francisco Giants,San Diego Padres,2,3,-125,-105,26 Jun 2007 21:55,
Seattle Mariners,Boston Red Sox,8,7,-147,+114,26 Jun 2007 21:55,
Tampa Bay Rays,Chicago White Sox,1,6,-141,+110,26 Jun 2007 21:55,
Arizona Diamondbacks,Los Angeles Dodgers,1,8,+104,-135,25 Jun 2007 21:55,
Chicago Cubs,Colorado Rockies,10,9,-120,-111,25 Jun 2007 21:55,
Cleveland Indians,Oakland Athletics,5,2,-147,+114,25 Jun 2007 21:55,
Minnesota Twins,Toronto Blue Jays,5,8,+114,-147,25 Jun 2007 21:55,
San Francisco Giants,San Diego Padres,4,3,-120,-111,25 Jun 2007 21:55,
Seattle Mariners,Boston Red Sox,9,4,+100,-132,25 Jun 2007 21:55,
Tampa Bay Rays,Chicago White Sox,4,5,-141,+110,25 Jun 2007 21:55,
Atlanta Braves,Detroit Tigers,0,5,-111,-120,24 Jun 2007 21:55,
Texas Rangers,Houston Astros,9,12,-116,-116,24 Jun 2007 21:55,
Arizona Diamondbacks,Baltimore Orioles,8,3,-132,+100,24 Jun 2007 20:40,
San Diego Padres,Boston Red Sox,2,4,-132,+100,24 Jun 2007 20:05,
San Francisco Giants,New York Yankees,7,2,+135,-167,24 Jun 2007 20:05,
Los Angeles Angels,Pittsburgh Pirates,4,3,-167,+135,24 Jun 2007 19:35,
St.Louis Cardinals,Philadelphia Phillies,1,5,+145,-175,24 Jun 2007 18:15,
Chicago White Sox,Chicago Cubs,0,3,-120,-111,24 Jun 2007 18:05,
Washington Nationals,Cleveland Indians,3,1,+135,-167,24 Jun 2007 17:35,
New York Mets,Oakland Athletics,10,2,-156,+125,24 Jun 2007 17:10,
Toronto Blue Jays,Colorado Rockies,5,0,-125,-105,24 Jun 2007 17:05,
Arizona Diamondbacks,Baltimore Orioles,7,4,-147,+114,23 Jun 2007 21:55,
Los Angeles Angels,Pittsburgh Pirates,10,1,-213,+170,23 Jun 2007 21:55,
Miami Marlins,Minnesota Twins,1,11,-105,-125,23 Jun 2007 21:55,
Seattle Mariners,Cincinnati Reds,9,1,-175,+145,23 Jun 2007 21:55,
Tampa Bay Rays,Los Angeles Dodgers,4,3,-135,+104,23 Jun 2007 21:55,
San Francisco Giants,New York Yankees,6,5,+145,-175,23 Jun 2007 19:55,
St.Louis Cardinals,Philadelphia Phillies,8,3,-120,-111,23 Jun 2007 17:10,
Chicago White Sox,Chicago Cubs,1,2,-116,-116,23 Jun 2007 17:05,
Arizona Diamondbacks,Baltimore Orioles,1,7,-192,+154,22 Jun 2007 21:55,
Atlanta Braves,Detroit Tigers,0,5,-161,+129,22 Jun 2007 21:55,
Miami Marlins,Minnesota Twins,5,4,-120,-111,22 Jun 2007 21:55,
Milwaukee Brewers,Kansas City Royals,11,6,-182,+150,22 Jun 2007 21:55,
San Diego Padres,Boston Red Sox,1,2,+104,-135,22 Jun 2007 21:55,
San Francisco Giants,New York Yankees,3,7,+100,-132,22 Jun 2007 21:55,
St.Louis Cardinals,Philadelphia Phillies,0,6,-116,-116,22 Jun 2007 21:55,
Tampa Bay Rays,Los Angeles Dodgers,3,6,+120,-152,22 Jun 2007 21:55,
Texas Rangers,Houston Astros,11,3,-125,-105,22 Jun 2007 21:55,
Chicago White Sox,Chicago Cubs,1,5,-111,-120,22 Jun 2007 20:05,
Seattle Mariners,Pittsburgh Pirates,3,0,-200,+165,21 Jun 2007 21:55,
Toronto Blue Jays,Los Angeles Dodgers,4,8,-141,+110,21 Jun 2007 21:55,
San Diego Padres,Baltimore Orioles,3,6,-120,-111,21 Jun 2007 19:35,
Colorado Rockies,New York Yankees,4,3,+154,-192,21 Jun 2007 19:05,
Texas Rangers,Chicago Cubs,6,5,+104,-135,21 Jun 2007 18:05,
Atlanta Braves,Boston Red Sox,0,11,-111,-120,20 Jun 2007 21:55,
Colorado Rockies,New York Yankees,6,1,+129,-161,20 Jun 2007 21:55,
New York Mets,Minnesota Twins,2,6,-213,+170,20 Jun 2007 21:55,
San Diego Padres,Baltimore Orioles,1,7,-156,+125,20 Jun 2007 21:55,
Texas Rangers,Chicago Cubs,7,3,+104,-135,20 Jun 2007 21:55,
Toronto Blue Jays,Los Angeles Dodgers,12,1,-175,+145,20 Jun 2007 21:55,
Washington Nationals,Detroit Tigers,4,8,+150,-182,20 Jun 2007 21:55,
Arizona Diamondbacks,Tampa Bay Rays,7,4,-111,-120,20 Jun 2007 19:40,
Oakland Athletics,Cincinnati Reds,5,3,-250,+200,20 Jun 2007 19:35,
Chicago White Sox,Miami Marlins,4,5,-132,+100,20 Jun 2007 18:05,
Atlanta Braves,Boston Red Sox,0,4,-105,-125,19 Jun 2007 21:55,
Colorado Rockies,New York Yankees,3,1,+145,-175,19 Jun 2007 21:55,
New York Mets,Minnesota Twins,0,9,+110,-141,19 Jun 2007 21:55,
San Diego Padres,Baltimore Orioles,12,6,-250,+200,19 Jun 2007 21:55,
Texas Rangers,Chicago Cubs,4,5,+104,-135,19 Jun 2007 21:55,
Washington Nationals,Detroit Tigers,1,15,+125,-156,19 Jun 2007 21:55,
Arizona Diamondbacks,Tampa Bay Rays,10,8,-132,+100,19 Jun 2007 19:40,
Chicago White Sox,Miami Marlins,5,7,-116,-116,19 Jun 2007 18:05,
Milwaukee Brewers,San Francisco Giants,6,2,-182,+150,19 Jun 2007 18:05,
Arizona Diamondbacks,Tampa Bay Rays,2,10,-182,+150,18 Jun 2007 21:55,
Atlanta Braves,Boston Red Sox,9,4,+100,-132,18 Jun 2007 21:55,
Chicago White Sox,Miami Marlins,10,6,-132,+100,18 Jun 2007 21:55,
Milwaukee Brewers,San Francisco Giants,5,4,-132,+100,18 Jun 2007 21:55,
New York Mets,Minnesota Twins,8,1,-167,+135,18 Jun 2007 21:55,
Oakland Athletics,Cincinnati Reds,6,1,-172,+140,18 Jun 2007 21:55,
New York Yankees,New York Mets,8,2,-182,+150,17 Jun 2007 21:55,
Los Angeles Dodgers,Los Angeles Angels,4,10,+100,-132,17 Jun 2007 20:10,
Colorado Rockies,Tampa Bay Rays,4,7,-120,-111,17 Jun 2007 19:05,
Chicago Cubs,San Diego Padres,3,11,-125,-105,17 Jun 2007 18:20,
Kansas City Royals,Miami Marlins,5,4,-116,-116,17 Jun 2007 18:10,
Boston Red Sox,San Francisco Giants,9,5,-182,+150,17 Jun 2007 18:05,
Baltimore Orioles,Arizona Diamondbacks,4,6,+110,-141,17 Jun 2007 17:35,
Cincinnati Reds,Texas Rangers,4,11,-156,+125,17 Jun 2007 17:15,
Cleveland Indians,Atlanta Braves,5,2,-192,+154,17 Jun 2007 17:05,
Colorado Rockies,Tampa Bay Rays,10,5,-132,+100,16 Jun 2007 21:55,
Houston Astros,Seattle Mariners,9,4,-116,-116,16 Jun 2007 21:55,
Kansas City Royals,Miami Marlins,8,9,-120,-111,16 Jun 2007 21:55,
Oakland Athletics,St.Louis Cardinals,6,15,-175,+145,16 Jun 2007 21:55,
Cleveland Indians,Atlanta Braves,2,6,-120,-111,16 Jun 2007 19:55,
Chicago Cubs,San Diego Padres,0,1,-116,-116,16 Jun 2007 17:05,
Baltimore Orioles,Arizona Diamondbacks,3,7,-152,+120,15 Jun 2007 21:55,
Cincinnati Reds,Texas Rangers,6,7,-141,+110,15 Jun 2007 21:55,
Colorado Rockies,Tampa Bay Rays,12,2,-116,-116,15 Jun 2007 21:55,
Kansas City Royals,Miami Marlins,6,2,-116,-116,15 Jun 2007 21:55,
Los Angeles Dodgers,Los Angeles Angels,2,1,-120,-111,15 Jun 2007 21:55,
Oakland Athletics,St.Louis Cardinals,14,3,-192,+154,15 Jun 2007 21:55,
Chicago Cubs,San Diego Padres,4,1,-141,+110,15 Jun 2007 18:20,
Boston Red Sox,Colorado Rockies,1,7,-213,+170,14 Jun 2007 21:55,
Minnesota Twins,Atlanta Braves,3,2,-182,+150,14 Jun 2007 21:55,
Chicago Cubs,Seattle Mariners,5,4,-152,+120,14 Jun 2007 18:20,
Houston Astros,Oakland Athletics,5,6,-116,-116,14 Jun 2007 18:05,
New York Yankees,Arizona Diamondbacks,7,1,-250,+200,14 Jun 2007 17:05,
Cincinnati Reds,Los Angeles Angels,7,9,+104,-135,14 Jun 2007 16:35,
Tampa Bay Rays,San Diego Padres,1,7,-116,-116,14 Jun 2007 16:10,
Cincinnati Reds,Los Angeles Angels,3,6,+125,-156,13 Jun 2007 21:55,
Houston Astros,Oakland Athletics,3,7,-116,-116,13 Jun 2007 21:55,
Los Angeles Dodgers,New York Mets,9,1,-135,+104,13 Jun 2007 21:55,
Minnesota Twins,Atlanta Braves,6,0,-116,-116,13 Jun 2007 21:55,
New York Yankees,Arizona Diamondbacks,7,2,-233,+179,13 Jun 2007 21:55,
San Francisco Giants,Toronto Blue Jays,4,7,-152,+120,13 Jun 2007 19:35,
Philadelphia Phillies,Chicago White Sox,8,4,-116,-116,13 Jun 2007 17:05,
Baltimore Orioles,Washington Nationals,4,7,-175,+145,12 Jun 2007 21:55,
Cincinnati Reds,Los Angeles Angels,5,3,+110,-141,12 Jun 2007 21:55,
Houston Astros,Oakland Athletics,5,4,-167,+135,12 Jun 2007 21:55,
Kansas City Royals,St.Louis Cardinals,8,1,-116,-116,12 Jun 2007 21:55,
Los Angeles Dodgers,New York Mets,4,1,-111,-120,12 Jun 2007 21:55,
San Francisco Giants,Toronto Blue Jays,3,2,-116,-116,12 Jun 2007 21:55,
Chicago Cubs,Houston Astros,2,1,-182,+150,11 Jun 2007 21:55,
Los Angeles Dodgers,New York Mets,5,3,-116,-116,11 Jun 2007 21:55,
